court	docket_date	case_count	case_numbers
4-1	2025-09-08	1	254100327899
4-1	2025-09-15	1	254100327899
4-1	2025-09-08	1	254100327905
4-1	2025-09-15	1	254100327905
4-1	2025-09-08	1	254100327914
4-1	2025-09-15	1	254100327914
4-1	2025-09-08	1	254100327919
4-1	2025-09-15	1	254100327919
4-1	2025-09-08	1	254100327906
4-1	2025-09-15	1	254100327906
4-1	2025-09-09	1	254100327918
4-1	2025-09-08	2	254100327922, 254100327924
4-1	2025-09-15	1	254100327924
4-1	2025-09-08	1	254100327909
4-1	2025-09-15	1	254100327909
4-1	2025-09-09	1	254100327925
4-1	2025-09-08	3	254100328975, 254100328973, 254100328970
4-1	2025-09-15	1	254100328973
4-1	2025-09-08	1	254100328972
4-1	2025-09-15	1	254100328972
4-1	2025-09-08	1	254100327926
4-1	2025-09-15	1	254100327926
4-1	2025-09-29	1	254100327926
4-1	2025-09-08	3	254100328979, 254100328981, 254100327934
4-1	2025-09-15	1	254100328979
4-1	2025-09-08	1	254100328985
4-1	2025-09-15	1	254100328985
4-1	2025-09-08	1	254100329167
4-1	2025-09-15	1	254100329167
4-1	2025-09-29	1	254100329167
4-1	2025-09-09	1	254100329210
4-1	2025-09-16	1	254100329210
4-1	2025-09-08	1	254100329258
4-1	2025-09-15	1	254100329258
4-1	2025-09-08	1	254100329282
4-1	2025-09-15	1	254100329282
4-1	2025-09-08	2	254100329074, 254100329205
4-1	2025-09-15	1	254100329205
4-1	2025-09-08	1	254100329274
4-1	2025-09-15	1	254100329274
4-1	2025-09-08	1	254100329289
4-1	2025-09-22	1	254100329289
4-1	2025-09-15	1	254100329289
4-1	2025-09-08	3	254100329346, 254100329379, 254100329380
4-1	2025-09-15	1	254100329380
4-1	2025-09-08	2	254100329375, 254100329428
4-1	2025-09-15	1	254100329428
4-1	2025-09-08	3	254100329470, 254100329383, 254100329474
4-1	2025-09-15	1	254100329474
4-1	2025-09-29	1	254100329474
4-1	2025-09-08	3	254100329446, 254100329483, 254100329459
4-1	2025-10-02	1	254100329483
4-1	2025-09-15	1	254100329483
4-1	2025-09-19	1	254100329490
4-1	2025-09-08	3	254100329490, 254100329479, 254100329481
4-1	2025-09-15	1	254100329481
4-1	2025-09-29	1	254100329481
4-1	2025-09-08	1	254100329498
4-1	2025-09-09	1	254100329504
4-1	2025-09-15	1	254100329504
4-1	2025-09-16	1	254100329504
4-1	2025-09-09	2	254100329512, 254100329527
4-1	2025-09-16	1	254100329512
4-1	2025-09-23	1	254100329512
4-1	2025-09-08	1	254100329566
4-1	2025-09-15	1	254100329566
4-1	2025-09-09	1	254100329531
4-1	2025-09-16	1	254100329531
4-1	2025-09-09	1	254100329583
4-1	2025-09-16	1	254100329583
4-1	2025-10-02	1	254100329583
4-1	2025-09-09	3	254100329535, 254100329591, 254100329614
4-1	2025-09-08	1	254100329641
4-1	2025-09-15	1	254100329641
4-1	2025-09-29	1	254100329641
4-1	2025-09-09	2	254100329643, 254100329602
4-1	2025-09-16	1	254100329643
4-1	2025-09-09	1	254100329656
4-1	2025-09-16	1	254100329656
4-1	2025-09-25	1	254100329634
4-1	2025-09-09	2	254100329657, 254100329634
4-1	2025-09-08	1	254100329644
4-1	2025-09-09	1	254100329661
4-1	2025-09-16	1	254100329661
4-1	2025-09-08	1	254100329662
4-1	2025-09-15	1	254100329662
4-1	2025-09-29	1	254100329662
4-1	2025-09-08	1	254100329669
4-1	2025-09-09	1	254100329666
4-1	2025-09-16	1	254100329666
4-1	2025-10-02	1	254100329666
4-1	2025-09-08	1	254100329665
4-1	2025-09-15	1	254100329665
4-1	2025-09-08	2	254100329671, 254100329672
4-1	2025-09-15	1	254100329672
4-1	2025-09-08	1	254100329667
4-1	2025-09-15	1	254100329667
4-1	2025-09-08	1	254100329668
4-1	2025-09-15	1	254100329668
4-1	2025-09-08	2	254100329678, 254100329692
4-1	2025-09-09	1	254100329676
4-1	2025-09-16	1	254100329676
4-1	2025-09-08	2	254100329677, 254100329695
4-1	2025-09-15	1	254100329695
4-1	2025-09-09	1	254100329693
4-1	2025-09-16	1	254100329693
4-1	2025-09-09	1	254100329689
4-1	2025-09-16	1	254100329689
4-1	2025-09-08	2	254100329690, 254100329725
4-1	2025-09-09	2	254100329731, 254100329724
4-1	2025-09-16	1	254100329731
4-1	2025-09-08	1	254100329730
4-1	2025-09-15	1	254100329730
4-1	2025-09-08	2	254100329720, 254100329735
4-1	2025-09-15	1	254100329720
4-1	2025-09-22	1	254100329720
4-1	2025-09-09	1	254100329719
4-1	2025-09-16	1	254100329719
4-1	2025-10-02	1	254100329719
4-1	2025-09-09	1	254100329740
4-1	2025-09-08	1	254100329744
4-1	2025-09-15	1	254100329744
4-1	2025-09-22	1	254100329744
4-1	2025-09-08	2	254100329745, 254100329761
4-1	2025-09-22	1	254100329761
4-1	2025-09-15	1	254100329761
4-1	2025-09-09	1	254100329746
4-1	2025-09-16	1	254100329746
4-1	2025-09-08	1	254100329742
4-1	2025-09-09	1	254100329826
4-1	2025-09-16	1	254100329826
4-1	2025-09-09	1	254100329842
4-1	2025-09-16	1	254100329842
4-1	2025-09-09	1	254100329796
4-1	2025-09-08	1	254100329853
4-1	2025-09-09	1	254100329844
4-1	2025-10-01	1	254100330020
4-1	2025-09-08	2	254100330020, 254100329835
4-1	2025-09-15	1	254100329835
4-1	2025-09-09	1	254100329894
4-1	2025-09-16	1	254100329894
4-1	2025-10-01	1	254100330037
4-1	2025-09-08	3	254100330046, 254100330037, 254100331233
4-1	2025-09-09	1	254100331425
4-1	2025-09-16	1	254100331425
4-1	2025-09-08	1	254100331508
4-1	2025-09-15	1	254100331508
4-1	2025-09-08	1	254100331510
4-1	2025-09-15	1	254100331510
4-1	2025-09-08	1	254100331236
4-1	2025-09-15	1	254100331236
4-1	2025-09-08	1	254100331525
4-1	2025-09-15	1	254100331525
4-1	2025-09-08	1	254100331287
4-1	2025-09-15	1	254100331287
4-1	2025-09-09	1	254100331587
4-1	2025-09-16	1	254100331587
4-1	2025-09-30	1	254100331587
4-1	2025-09-08	1	254100331373
4-1	2025-09-15	1	254100331373
4-1	2025-09-09	3	254100331600, 254100331593, 254100331614
4-1	2025-09-16	1	254100331593
4-1	2025-09-09	5	254100331628, 254100331605, 254100331670, 254100331631, 254100331621
4-1	2025-09-16	1	254100331670
4-1	2025-10-02	1	254100331670
4-1	2025-09-08	1	254100331620
4-1	2025-09-15	1	254100331620
4-1	2025-09-09	1	254100331708
4-1	2025-09-16	1	254100331708
4-1	2025-09-09	2	254100331685, 254100331655
4-1	2025-09-16	1	254100331655
4-1	2025-09-30	1	254100331655
4-1	2025-09-09	3	254100331734, 254100331748, 254100331763
4-1	2025-09-16	1	254100331763
4-1	2025-09-30	1	254100331763
4-1	2025-09-09	2	254100331719, 254100331834
4-1	2025-09-16	1	254100331719
4-1	2025-09-30	1	254100331719
4-1	2025-09-09	3	254100331790, 254100331862, 254100331852
4-1	2025-09-16	1	254100331852
4-1	2025-09-30	1	254100331852
4-1	2025-09-09	2	254100331864, 254100331868
4-1	2025-09-16	1	254100331864
4-1	2025-10-02	1	254100331864
4-1	2025-09-09	3	254100331870, 254100331855, 254100331878
4-1	2025-09-16	1	254100331878
4-1	2025-09-09	1	254100331874
4-1	2025-09-16	1	254100331874
4-1	2025-09-09	1	254100331879
4-1	2025-09-16	1	254100331879
4-1	2025-09-09	1	254100331883
4-1	2025-09-16	1	254100331883
4-1	2025-10-01	1	254100331915
4-1	2025-09-08	3	254100331915, 254100331989, 254100332041
4-1	2025-09-15	1	254100332041
4-1	2025-10-16	1	254100331890
4-1	2025-09-09	1	254100331890
4-1	2025-09-25	1	254100332057
4-1	2025-09-08	2	254100332057, 254100332065
4-1	2025-09-15	1	254100332065
4-1	2025-09-08	2	254100332060, 254100332049
4-1	2025-09-09	1	254100332081
4-1	2025-09-08	1	254100332083
4-1	2025-09-15	1	254100332083
4-1	2025-09-08	1	254100332075
4-1	2025-09-15	1	254100332075
4-1	2025-09-09	1	254100332086
4-1	2025-09-16	1	254100332086
4-1	2025-09-09	4	254100332076, 254100332091, 254100332093, 254100332095
4-1	2025-09-16	1	254100332093
4-1	2025-09-09	1	254100332102
4-1	2025-09-16	1	254100332102
4-1	2025-09-08	1	254100332108
4-1	2025-09-15	1	254100332108
4-1	2025-09-08	1	254100332109
4-1	2025-09-09	1	254100332104
4-1	2025-09-16	1	254100332104
4-1	2025-09-08	1	254100332117
4-1	2025-09-15	1	254100332117
4-1	2025-09-09	1	254100332106
4-1	2025-09-16	1	254100332106
4-1	2025-09-08	1	254100332110
4-1	2025-09-09	1	254100332098
4-1	2025-09-16	1	254100332098
4-1	2025-10-02	1	254100332098
4-1	2025-09-08	7	254100332118, 254100332160, 254100332161, 254100332136, 254100332124, 254100332195, 254100332145
4-1	2025-09-15	1	254100332195
4-1	2025-09-08	1	254100332268
4-1	2025-09-15	1	254100332268
4-1	2025-09-08	2	254100332287, 254100332139
4-1	2025-09-15	1	254100332287
4-1	2025-09-08	2	254100332285, 254100332284
4-1	2025-09-15	1	254100332285
4-1	2025-09-08	1	254100332283
4-1	2025-09-15	1	254100332283
4-1	2025-09-08	1	254100332288
4-1	2025-09-15	1	254100332288
4-1	2025-09-08	1	254100332280
4-1	2025-09-15	1	254100332280
4-1	2025-09-08	1	254100332282
4-1	2025-09-29	1	254100332282
4-1	2025-09-15	1	254100332282
4-1	2025-09-08	2	254100332293, 254100334127
4-1	2025-09-15	1	254100334127
4-1	2025-09-08	2	254100332299, 254100332309
4-1	2025-09-09	1	254100334578
4-1	2025-09-08	1	254100332294
4-1	2025-09-15	1	254100332294
4-1	2025-09-08	1	254100332311
4-1	2025-10-02	1	254100332311
4-1	2025-09-15	1	254100332311
4-1	2025-09-08	1	254100333843
4-1	2025-10-02	1	254100333843
4-1	2025-09-15	1	254100333843
4-1	2025-09-09	1	254100334589
4-1	2025-09-16	1	254100334589
4-1	2025-09-08	1	254100334630
4-1	2025-09-15	1	254100334630
4-1	2025-09-09	1	254100334615
4-1	2025-09-16	1	254100334615
4-1	2025-10-02	1	254100334615
4-1	2025-09-09	1	254100334642
4-1	2025-09-16	1	254100334642
4-1	2025-09-09	3	254100334635, 254100334670, 254100334699
4-1	2025-09-16	1	254100334699
4-1	2025-09-09	1	254100334708
4-1	2025-09-16	1	254100334708
4-1	2025-10-02	1	254100334708
4-1	2025-09-09	1	254100334718
4-1	2025-09-16	1	254100334718
4-1	2025-09-09	1	254100334676
4-1	2025-09-16	1	254100334676
4-1	2025-10-02	1	254100334676
4-1	2025-09-09	1	254100334724
4-1	2025-09-16	1	254100334724
4-1	2025-09-09	1	254100334734
4-1	2025-09-16	1	254100334734
4-1	2025-09-09	2	254100334745, 254100334754
4-1	2025-09-16	1	254100334745
4-1	2025-09-09	1	254100334772
4-1	2025-09-16	1	254100334772
4-1	2025-09-08	1	254100334905
4-1	2025-09-15	1	254100334905
4-1	2025-09-09	1	254100334910
4-1	2025-09-16	1	254100334910
4-1	2025-09-09	1	254100334913
4-1	2025-09-16	1	254100334913
4-1	2025-09-09	1	254100334914
4-1	2025-09-16	1	254100334914
4-1	2025-10-02	1	254100334914
4-1	2025-09-09	1	254100334767
4-1	2025-09-16	1	254100334767
4-1	2025-09-09	1	254100334908
4-1	2025-09-16	1	254100334908
4-1	2025-09-09	1	254100334916
4-1	2025-09-08	1	254100334918
4-1	2025-09-15	1	254100334918
4-1	2025-09-22	1	254100334918
4-1	2025-09-08	1	254100334919
4-1	2025-09-22	1	254100334919
4-1	2025-09-15	1	254100334919
4-1	2025-09-08	1	254100334922
4-1	2025-09-15	1	254100334922
4-1	2025-09-09	2	254100334926, 254100334928
4-1	2025-09-16	1	254100334926
4-1	2025-09-08	1	254100335024
4-1	2025-09-15	1	254100335024
4-1	2025-09-09	1	254100335164
4-1	2025-09-16	1	254100335164
4-1	2025-10-06	1	254100335164
4-1	2025-09-09	2	254100335163, 254100335087
4-1	2025-09-16	1	254100335087
4-1	2025-09-08	1	254100335240
4-1	2025-09-15	1	254100335240
4-1	2025-09-25	1	254100336370
4-1	2025-09-09	1	254100336370
4-1	2025-09-25	1	254100336394
4-1	2025-09-09	2	254100336394, 254100336352
4-1	2025-09-16	1	254100336352
4-1	2025-09-09	1	254100336421
4-1	2025-09-16	1	254100336421
4-1	2025-09-08	1	254100336412
4-1	2025-09-15	1	254100336412
4-1	2025-09-08	1	254100335181
4-1	2025-09-15	1	254100335181
4-1	2025-09-09	1	254100336437
4-1	2025-09-25	1	254100335172
4-1	2025-09-09	1	254100335172
4-1	2025-09-08	1	254100336556
4-1	2025-09-15	1	254100336556
4-1	2025-09-09	2	254100336564, 254100336502
4-1	2025-09-16	1	254100336564
4-1	2025-09-08	1	254100336544
4-1	2025-09-09	1	254100336566
4-1	2025-09-16	1	254100336566
4-1	2025-09-25	1	254100336495
4-1	2025-09-09	3	254100336495, 254100336465, 254100336481
4-1	2025-09-16	1	254100336465
4-1	2025-10-02	1	254100336465
4-1	2025-09-09	3	254100336573, 254100336572, 254100336581
4-1	2025-09-08	3	254100336585, 254100336582, 254100336615
4-1	2025-09-15	1	254100336615
4-1	2025-09-09	1	254100336574
4-1	2025-09-08	1	254100336583
4-1	2025-09-16	1	254100336574
4-1	2025-09-08	3	254100336657, 254100336671, 254100336658
4-1	2025-09-15	1	254100336671
4-1	2025-09-08	3	254100336692, 254100337279, 254100337270
4-1	2025-09-15	1	254100337270
4-1	2025-09-08	1	254100336852
4-1	2025-09-26	1	254100336852
4-1	2025-09-15	1	254100336852
4-1	2025-09-08	1	254100337284
4-1	2025-09-15	1	254100337284
4-1	2025-09-08	1	254100337267
4-1	2025-09-15	1	254100337267
4-1	2025-09-25	1	254100337295
4-1	2025-09-08	2	254100337297, 254100337295
4-1	2025-09-15	1	254100337297
4-1	2025-09-09	1	254100337249
4-1	2025-09-16	1	254100337249
4-1	2025-09-15	1	254100339696
4-1	2025-09-29	1	254100339717
4-1	2025-09-15	1	254100339717
4-1	2025-09-16	1	254100339672
4-1	2025-09-15	1	254100339949
4-1	2025-09-22	1	254100339949
4-1	2025-09-29	1	254100339949
4-1	2025-09-15	3	254100339899, 254100339699, 254100339691
4-1	2025-10-02	1	254100339779
4-1	2025-09-15	2	254100339704, 254100339779
4-1	2025-09-29	1	254100339951
4-1	2025-09-15	2	254100339973, 254100339951
4-1	2025-09-22	1	254100339973
4-1	2025-09-15	6	254100339990, 254100339960, 254100339991, 254100339983, 254100339987, 254100339988
4-1	2025-09-22	1	254100339991
4-1	2025-09-29	1	254100339991
4-1	2025-09-15	1	254100339982
4-1	2025-09-22	1	254100339982
4-1	2025-09-15	2	254100339995, 254100339996
4-1	2025-09-22	1	254100339996
4-1	2025-09-15	1	254100340002
4-1	2025-09-29	1	254100339998
4-1	2025-09-15	2	254100340005, 254100339998
4-1	2025-09-22	1	254100340005
4-1	2025-09-15	1	254100340000
4-1	2025-09-22	1	254100340000
4-1	2025-09-29	1	254100340000
4-1	2025-09-15	2	254100340013, 254100340007
4-1	2025-09-22	1	254100340013
4-1	2025-09-15	1	254100340018
4-1	2025-09-29	1	254100340018
4-1	2025-09-22	1	254100340018
4-1	2025-09-16	1	254100340135
4-1	2025-09-15	3	254100340014, 254100340892, 254100340893
4-1	2025-09-29	2	254100340893, 254100340892
4-1	2025-09-16	2	254100340420, 254100340335
4-1	2025-09-30	1	254100340335
4-1	2025-09-16	1	254100340230
4-1	2025-09-15	2	254100340898, 254100340970
4-1	2025-10-01	1	254100340920
4-1	2025-09-15	1	254100340920
4-1	2025-09-29	1	254100341094
4-1	2025-09-15	3	254100341087, 254100341094, 254100341102
4-1	2025-09-16	1	254100342580
4-1	2025-10-13	1	254100342517
4-1	2025-09-15	2	254100342517, 254100341214
4-1	2025-09-16	1	254100342676
4-1	2025-09-15	1	254100341121
4-1	2025-09-29	1	254100341121
4-1	2025-09-15	1	254100341172
4-1	2025-09-16	2	254100342696, 254100342679
4-1	2025-10-02	1	254100342696
4-1	2025-09-16	2	254100342742, 254100342729
4-1	2025-09-30	1	254100342742
4-1	2025-09-16	4	254100342740, 254100342749, 254100342777, 254100342721
4-1	2025-10-02	1	254100342777
4-1	2025-09-16	1	254100342767
4-1	2025-09-29	1	254100342767
4-1	2025-09-30	1	254100342767
4-1	2025-09-15	1	254100342817
4-1	2025-09-16	2	254100342783, 254100342810
4-1	2025-09-22	1	254100342832
4-1	2025-09-15	2	254100342832, 254100342822
4-1	2025-10-02	1	254100342861
4-1	2025-09-15	2	254100342861, 254100342948
4-1	2025-09-29	1	254100342948
4-1	2025-09-15	5	254100342975, 254100342970, 254100342824, 254100342932, 254100342978
4-1	2025-09-29	1	254100342978
4-1	2025-11-11	1	254100342987
4-1	2025-09-15	2	254100343155, 254100342987
4-1	2025-09-16	1	254100343234
4-1	2025-09-15	1	254100342983
4-1	2025-09-29	1	254100342983
4-1	2025-09-15	1	254100342981
4-1	2025-09-29	1	254100342981
4-1	2025-09-15	1	254100342976
4-1	2025-09-29	1	254100342976
4-1	2025-09-15	1	254100343157
4-1	2025-10-06	1	254100343157
4-1	2025-10-13	1	254100343157
4-1	2025-10-02	1	254100343275
4-1	2025-09-15	2	254100343249, 254100343275
4-1	2025-09-16	1	254100344399
4-1	2025-09-30	1	254100344399
4-1	2025-09-16	1	254100344408
4-1	2025-09-15	1	254100343256
4-1	2025-09-16	1	254100344391
4-1	2025-09-15	2	254100343287, 254100344340
4-1	2025-09-24	1	254100344605
4-1	2025-09-15	1	254100344605
4-1	2025-09-16	2	254100344607, 254100344620
4-1	2025-10-02	1	254100344607
4-1	2025-09-29	1	254100344652
4-1	2025-09-15	1	254100344652
4-1	2025-09-16	1	254100344610
4-1	2025-09-15	2	254100344608, 254100344615
4-1	2025-09-16	1	254100344420
4-1	2025-09-30	1	254100344420
4-1	2025-09-15	1	254100344659
4-1	2025-09-29	1	254100344666
4-1	2025-09-15	3	254100344676, 254100344681, 254100344666
4-1	2025-09-22	1	254100344681
4-1	2025-09-29	1	254100344681
4-1	2025-09-15	1	254100344671
4-1	2025-09-16	1	254100344732
4-1	2025-09-15	3	254100344734, 254100344735, 254100344712
4-1	2025-09-16	1	254100346267
4-1	2025-10-21	1	254100346267
4-1	2025-09-16	2	254100346022, 254100346269
4-1	2025-09-15	1	254100344736
4-1	2025-10-13	1	254100346375
4-1	2025-09-15	3	254100345709, 254100346375, 254100346314
4-1	2025-09-16	1	254100346278
4-1	2025-10-02	1	254100346278
4-1	2025-09-24	1	254100346378
4-1	2025-09-15	2	254100346378, 254100346409
4-1	2025-10-02	1	254100347931
4-1	2025-09-15	1	254100347931
4-1	2025-09-16	3	254100347959, 254100347965, 254100347970
4-1	2025-10-02	1	254100347970
4-1	2025-09-16	2	254100347997, 254100347943
4-1	2025-09-30	1	254100347997
4-1	2025-09-16	1	254100347972
4-1	2025-10-02	1	254100347972
4-1	2025-09-16	6	254100348054, 254100347968, 254100347974, 254100348017, 254100348032, 254100348043
4-1	2025-09-15	1	254100348049
4-1	2025-09-16	3	254100348113, 254100348107, 254100348091
4-1	2025-10-02	1	254100348107
4-1	2025-09-15	1	254100348109
4-1	2025-09-16	1	254100348114
4-1	2025-10-02	1	254100348114
4-1	2025-09-16	2	254100348128, 254100348102
4-1	2025-09-23	1	254100348102
4-1	2025-09-15	1	254100348142
4-1	2025-09-29	1	254100348142
4-1	2025-09-16	1	254100348154
4-1	2025-09-15	1	254100348165
4-1	2025-09-29	1	254100348165
4-1	2025-09-16	1	254100348203
4-1	2025-09-29	1	254100348203
4-1	2025-09-16	1	254100348148
4-1	2025-10-02	1	254100348148
4-1	2025-09-16	2	254100348225, 254100348216
4-1	2025-09-30	1	254100348216
4-1	2025-09-16	2	254100348191, 254100348144
4-1	2025-09-30	1	254100348191
4-1	2025-09-16	1	254100348263
4-1	2025-09-23	1	254100348263
4-1	2025-09-16	2	254100348272, 254100348338
4-1	2025-09-23	1	254100348272
4-1	2025-09-16	1	254100348254
4-1	2025-09-23	1	254100348272
4-1	2025-09-16	1	254100348337
4-1	2025-09-15	1	254100348352
4-1	2025-09-29	1	254100348352
4-1	2025-11-10	1	254100348352
4-1	2025-09-16	1	254100348336
4-1	2025-09-30	1	254100348336
4-1	2025-09-16	1	254100348366
4-1	2025-09-30	1	254100348366
4-1	2025-10-07	1	254100348366
4-1	2025-09-16	3	254100348370, 254100348395, 254100348371
4-1	2025-09-15	1	254100348393
4-1	2025-09-16	2	254100348382, 254100348400
4-1	2025-10-09	1	254100348382
4-1	2025-09-23	1	254100348382
4-1	2025-09-16	1	254100348414
4-1	2025-09-15	1	254100348630
4-1	2025-09-16	1	254100348577
4-1	2025-09-30	1	254100348577
4-1	2025-09-16	1	254100348635
4-1	2025-09-30	1	254100348635
4-1	2025-09-16	1	254100348420
4-1	2025-09-30	1	254100348420
4-1	2025-09-15	2	254100348658, 254100348664
4-1	2025-09-22	1	254100348658
4-1	2025-09-15	1	254100348654
4-1	2025-09-29	1	254100348654
4-1	2025-09-15	1	254100348668
4-1	2025-09-22	1	254100348668
4-1	2025-09-15	2	254100348690, 254100348674
4-1	2025-09-22	1	254100348674
4-1	2025-09-15	3	254100348688, 254100348696, 254100348695
4-1	2025-09-22	1	254100348695
4-1	2025-10-16	1	254100348695
4-1	2025-09-16	1	254100348706
4-1	2025-09-15	1	254100348704
4-1	2025-09-22	1	254100348704
4-1	2025-09-15	1	254100348699
4-1	2025-09-22	1	254100348699
4-1	2025-10-16	1	254100348699
4-1	2025-09-15	1	254100348707
4-1	2025-09-22	1	254100348707
4-1	2025-09-15	2	254100348702, 254100348712
4-1	2025-09-22	1	254100348712
4-1	2025-09-30	1	254100348771
4-1	2025-09-15	2	254100348773, 254100348771
4-1	2025-10-06	1	254100348773
4-1	2025-09-22	1	254100348773
4-1	2025-09-16	1	254100348769
4-1	2025-09-22	2	254100351032, 254100351037
4-1	2025-09-29	1	254100351032
4-1	2025-09-15	1	254100348718
4-1	2025-09-22	1	254100348718
4-1	2025-09-16	2	254100348778, 254100348786
4-1	2025-09-30	1	254100348778
4-2	2025-08-26	2	254200305360, 254200307348
4-1	2025-09-23	1	254100358470
4-1	2025-09-30	1	254100358470
4-2	2025-08-26	4	254200305316, 254200307362, 254200305898, 254200305805
4-2	2025-09-04	1	254200305805
4-2	2025-09-16	1	254200305805
4-2	2025-08-26	2	254200307396, 254200305892
4-2	2025-09-04	1	254200307396
4-2	2025-08-26	5	254200307420, 254200307433, 254200308464, 254200308392, 254200307452
4-2	2025-09-04	1	254200308464
4-2	2025-08-26	1	254200307450
4-2	2025-09-04	1	254200308406
4-2	2025-08-26	2	254200308406, 254200308487
4-2	2025-09-04	1	254200308487
4-2	2025-08-26	1	254200308489
4-2	2025-09-04	1	254200308490
4-2	2025-08-26	2	254200308490, 254200308492
