court	docket_date	case_count	case_numbers
4-1	2025-06-03	1	254100195628
4-1	2025-06-10	1	254100195628
4-1	2025-06-02	1	254100195678
4-1	2025-06-09	1	254100195678
4-1	2025-06-02	2	254100195757, 254100195720
4-1	2025-06-09	1	254100195757
4-1	2025-06-02	1	254100195693
4-1	2025-06-03	1	254100195627
4-1	2025-06-02	1	254100195690
4-1	2025-06-09	1	254100195690
4-1	2025-06-16	1	254100195690
4-1	2025-06-03	1	254100195815
4-1	2025-06-10	1	254100195815
4-1	2025-06-02	1	254100195836
4-1	2025-06-09	1	254100195836
4-1	2025-06-02	1	254100195851
4-1	2025-06-09	1	254100195851
4-1	2025-06-02	1	254100195848
4-1	2025-06-09	1	254100195848
4-1	2025-06-03	1	254100195864
4-1	2025-06-10	1	254100195864
4-1	2025-06-03	1	254100195828
4-1	2025-06-10	1	254100195828
4-1	2025-06-03	2	254100195855, 254100195872
4-1	2025-06-10	1	254100195855
4-1	2025-06-17	1	254100195855
4-1	2025-06-02	1	254100195936
4-1	2025-06-09	1	254100195936
4-1	2025-06-02	1	254100195942
4-1	2025-06-09	1	254100195942
4-1	2025-06-23	1	254100195942
4-1	2025-06-02	1	254100195949
4-1	2025-06-09	1	254100195949
4-1	2025-06-02	1	254100195900
4-1	2025-06-09	1	254100195900
4-1	2025-06-26	1	254100195900
4-1	2025-06-02	1	254100195891
4-1	2025-06-09	1	254100195891
4-1	2025-06-02	1	254100195907
4-1	2025-06-09	1	254100195907
4-1	2025-06-03	1	254100197558
4-1	2025-06-10	1	254100197558
4-1	2025-06-02	1	254100195918
4-1	2025-06-23	1	254100195918
4-1	2025-07-17	1	254100195918
4-1	2025-06-03	1	254100197598
4-1	2025-06-09	1	254100198563
4-1	2025-06-03	1	254100197659
4-1	2025-06-10	1	254100197659
4-1	2025-06-03	1	254100197633
4-1	2025-06-10	1	254100197633
4-1	2025-06-03	1	254100197648
4-1	2025-06-09	8	254100198616, 254100197782, 254100198600, 254100198606, 254100198601, 254100198596, 254100198504, 254100198619
4-1	2025-06-23	1	254100198619
4-1	2025-06-09	4	254100198609, 254100198615, 254100198625, 254100198628
4-1	2025-06-10	2	254100198634, 254100198665
4-1	2025-06-26	1	254100198675
4-1	2025-06-10	1	254100198675
4-1	2025-07-01	1	254100198662
4-1	2025-06-10	4	254100198642, 254100198672, 254100198662, 254100198654
4-1	2025-06-09	4	254100198680, 254100198679, 254100198683, 254100198684
4-1	2025-06-16	1	254100198684
4-1	2025-06-09	2	254100198677, 254100198687
4-1	2025-06-16	1	254100198687
4-1	2025-06-10	2	254100198681, 254100198686
4-1	2025-06-17	1	254100198686
4-1	2025-06-09	1	254100198688
4-1	2025-06-16	1	254100198688
4-1	2025-06-09	1	254100198694
4-1	2025-06-16	1	254100198694
4-1	2025-06-09	2	254100198693, 254100198699
4-1	2025-06-16	1	254100198693
4-1	2025-06-10	3	254100198715, 254100198695, 254100198706
4-1	2025-06-17	1	254100198715
4-1	2025-06-10	2	254100198710, 254100198722
4-1	2025-06-17	1	254100198722
4-1	2025-06-10	3	254100198701, 254100198723, 254100198733
4-1	2025-06-09	1	254100198736
4-1	2025-06-10	1	254100198735
4-1	2025-06-09	1	254100198797
4-1	2025-06-26	1	254100198797
4-1	2025-07-02	1	254100198797
4-1	2025-06-10	2	254100198730, 254100198724
4-1	2025-06-26	1	254100198801
4-1	2025-06-09	2	254100198806, 254100198801
4-1	2025-06-26	1	254100198806
4-1	2025-07-02	1	254100198806
4-1	2025-06-09	1	254100198842
4-1	2025-06-16	1	254100198842
4-1	2025-06-09	4	254100198856, 254100198851, 254100198818, 254100198838
4-1	2025-06-16	1	254100198838
4-1	2025-06-09	1	254100198874
4-1	2025-06-26	1	254100198874
4-1	2025-06-09	7	254100198892, 254100198880, 254100198894, 254100198887, 254100199174, 254100198884, 254100198860
4-1	2025-06-16	1	254100199174
4-1	2025-06-10	1	254100199114
4-1	2025-06-09	6	254100199121, 254100199023, 254100199192, 254100199185, 254100199206, 254100199205
4-1	2025-06-16	1	254100199121
4-1	2025-06-09	2	254100199223, 254100199237
4-1	2025-06-16	1	254100199237
4-1	2025-06-09	3	254100199232, 254100199248, 254100200004
4-1	2025-06-26	1	254100200013
4-1	2025-06-09	1	254100200013
4-1	2025-06-10	1	254100200152
4-1	2025-06-09	1	254100200172
4-1	2025-06-16	1	254100200172
4-1	2025-06-09	1	254100200178
4-1	2025-06-16	1	254100200178
4-1	2025-06-09	1	254100200144
4-1	2025-06-16	1	254100200144
4-1	2025-06-26	1	254100200179
4-1	2025-06-09	2	254100200194, 254100200179
4-1	2025-06-16	1	254100200194
4-1	2025-07-03	1	254100200194
4-1	2025-06-09	1	254100200182
4-1	2025-06-26	1	254100200182
4-1	2025-06-09	2	254100200208, 254100200226
4-1	2025-06-16	1	254100200208
4-1	2025-06-09	4	254100200238, 254100200246, 254100200260, 254100200230
4-1	2025-06-18	1	254100200260
4-1	2025-06-09	1	254100200331
4-1	2025-06-16	1	254100200331
4-1	2025-07-03	1	254100200331
4-1	2025-06-09	1	254100200236
4-1	2025-06-16	1	254100200236
4-1	2025-06-09	1	254100200587
4-1	2025-06-16	1	254100200587
4-1	2025-07-03	1	254100200587
4-1	2025-06-09	1	254100200577
4-1	2025-06-16	1	254100200577
4-1	2025-06-09	2	254100200595, 254100200570
4-1	2025-06-16	1	254100200595
4-1	2025-06-09	1	254100200602
4-1	2025-06-16	1	254100200602
4-1	2025-06-09	1	254100200474
4-1	2025-06-20	1	254100200610
4-1	2025-06-10	1	254100200610
4-1	2025-06-09	1	254100200607
4-1	2025-06-16	1	254100200607
4-1	2025-07-03	1	254100200607
4-1	2025-06-09	1	254100200611
4-1	2025-06-16	1	254100200611
4-1	2025-07-03	1	254100200611
4-1	2025-06-09	1	254100200616
4-1	2025-06-16	1	254100200616
4-1	2025-07-03	1	254100200616
4-1	2025-06-09	1	254100200613
4-1	2025-06-10	1	254100200617
4-1	2025-06-09	2	254100200624, 254100200653
4-1	2025-06-10	1	254100200668
4-1	2025-06-26	1	254100200682
4-1	2025-06-10	6	254100200693, 254100200644, 254100200637, 254100200658, 254100200676, 254100200682
4-1	2025-06-26	1	254100200714
4-1	2025-06-10	8	254100200744, 254100200714, 254100200775, 254100200729, 254100200760, 254100200754, 254100200722, 254100200738
4-1	2025-06-17	1	254100200760
4-1	2025-06-10	6	254100200811, 254100200769, 254100200798, 254100200821, 254100200833, 254100200791
4-1	2025-07-01	1	254100200833
4-1	2025-07-08	1	254100200833
4-1	2025-06-26	1	254100200807
4-1	2025-06-10	3	254100200824, 254100200841, 254100200807
4-1	2025-06-17	1	254100200841
4-1	2025-06-10	1	254100200846
4-1	2025-06-17	1	254100200846
4-1	2025-06-10	1	254100200850
4-1	2025-06-09	1	254100200855
4-1	2025-06-16	1	254100200855
4-1	2025-06-09	1	254100200863
4-1	2025-06-16	1	254100200863
4-1	2025-06-10	3	254100200865, 254100200873, 254100200857
4-1	2025-06-17	1	254100200873
4-1	2025-06-09	2	254100200871, 254100200947
4-1	2025-06-16	1	254100200871
4-1	2025-06-09	3	254100200879, 254100201163, 254100201113
4-1	2025-06-16	1	254100200879
4-1	2025-06-09	1	254100201104
4-1	2025-06-16	1	254100201104
4-1	2025-06-09	1	254100201111
4-1	2025-06-16	1	254100201111
4-1	2025-06-26	1	254100201164
4-1	2025-06-10	5	254100202351, 254100201164, 254100202364, 254100202343, 254100201168
4-1	2025-06-26	1	254100201171
4-1	2025-06-10	1	254100201171
4-1	2025-06-26	1	254100201173
4-1	2025-06-10	1	254100201173
4-1	2025-06-09	1	254100202324
4-1	2025-06-10	2	254100202380, 254100202369
4-1	2025-06-26	1	254100202367
4-1	2025-06-10	2	254100202379, 254100202367
4-1	2025-06-26	1	254100202379
4-1	2025-06-09	1	254100202489
4-1	2025-06-16	1	254100202489
4-1	2025-07-08	1	254100202489
4-1	2025-06-10	2	254100202605, 254100202370
4-1	2025-06-09	2	254100202616, 254100202609
4-1	2025-08-14	1	254100202609
4-1	2025-06-10	1	254100202620
4-1	2025-06-17	1	254100202620
4-1	2025-06-10	2	254100202652, 254100202637
4-1	2025-06-17	1	254100202637
4-1	2025-07-03	1	254100202637
4-1	2025-06-10	2	254100202645, 254100202626
4-1	2025-06-26	1	254100202662
4-1	2025-06-10	7	254100202650, 254100202665, 254100202671, 254100202679, 254100202662, 254100202688, 254100202685
4-1	2025-06-09	1	254100202694
4-1	2025-06-10	1	254100202691
4-1	2025-06-09	1	254100202700
4-1	2025-06-26	1	254100202703
4-1	2025-06-10	2	254100202697, 254100202703
4-1	2025-06-26	1	254100202706
4-1	2025-06-10	1	254100202706
4-1	2025-06-26	1	254100202714
4-1	2025-06-10	3	254100202714, 254100202711, 254100202722
4-1	2025-06-26	1	254100202709
4-1	2025-06-10	1	254100202709
4-1	2025-06-09	1	254100202725
4-1	2025-06-16	1	254100202725
4-1	2025-06-23	1	254100202725
4-1	2025-06-10	2	254100202744, 254100202724
4-1	2025-06-17	1	254100202744
4-1	2025-06-10	7	254100202838, 254100202763, 254100202778, 254100202853, 254100202718, 254100202750, 254100202809
4-1	2025-06-17	1	254100202853
4-1	2025-06-09	1	254100202886
4-1	2025-06-16	1	254100202886
4-1	2025-06-09	2	254100202903, 254100202915
4-1	2025-06-16	1	254100202903
4-1	2025-06-09	1	254100202954
4-1	2025-06-16	1	254100202954
4-1	2025-06-09	1	254100202940
4-1	2025-07-03	1	254100202940
4-1	2025-06-16	1	254100202940
4-1	2025-06-09	2	254100202975, 254100202996
4-1	2025-06-16	1	254100202975
4-1	2025-06-09	1	254100204348
4-1	2025-07-01	1	254100204348
4-1	2025-06-09	2	254100202969, 254100203053
4-1	2025-06-16	1	254100202969
4-1	2025-06-09	1	254100204421
4-1	2025-06-16	1	254100204421
4-1	2025-06-09	1	254100202962
4-1	2025-06-16	1	254100202962
4-1	2025-06-09	1	254100204427
4-1	2025-06-16	1	254100204427
4-1	2025-06-09	1	254100204443
4-1	2025-06-16	1	254100204443
4-1	2025-06-09	1	254100204468
4-1	2025-06-16	1	254100204468
4-1	2025-06-10	2	254100204660, 254100204649
4-1	2025-06-09	1	254100204473
4-1	2025-06-16	1	254100204473
4-1	2025-06-09	1	254100204464
4-1	2025-06-16	1	254100204464
4-1	2025-06-10	1	254100204665
4-1	2025-07-22	1	254100204665
4-1	2025-06-09	1	254100204512
4-1	2025-06-11	1	254100204512
4-1	2025-07-03	1	254100204512
4-1	2025-09-08	1	254100204512
4-1	2025-06-10	1	254100204670
4-1	2025-07-22	1	254100204670
4-1	2025-06-10	1	254100204672
4-1	2025-07-22	1	254100204672
4-1	2025-06-10	1	254100204679
4-1	2025-06-17	1	254100204679
4-1	2025-06-10	3	254100204693, 254100204691, 254100204704
4-1	2025-06-23	1	254100204693
4-1	2025-07-07	1	254100204693
4-1	2025-06-10	2	254100204708, 254100204705
4-1	2025-06-17	1	254100204708
4-1	2025-06-10	1	254100204707
4-1	2025-06-26	1	254100204707
4-1	2025-06-10	1	254100204681
4-1	2025-06-17	1	254100204681
4-1	2025-06-10	6	254100204710, 254100204720, 254100204749, 254100204712, 254100204715, 254100204719
4-1	2025-06-17	1	254100204749
4-1	2025-07-03	1	254100204749
4-1	2025-06-10	1	254100204718
4-1	2025-06-17	1	254100204718
4-1	2025-07-03	1	254100204718
4-1	2025-06-09	1	254100205102
4-1	2025-06-16	1	254100205102
4-1	2025-06-23	1	254100205102
4-1	2025-06-26	1	254100204935
4-1	2025-06-10	2	254100204935, 254100205144
4-1	2025-06-17	1	254100205144
4-1	2025-07-03	1	254100205144
4-1	2025-07-07	1	254100205144
4-1	2025-06-10	3	254100205155, 254100205188, 254100205179
4-1	2025-06-17	1	254100205188
4-1	2025-06-24	1	254100205188
4-1	2025-06-09	1	254100206667
4-1	2025-06-16	1	254100206667
4-1	2025-06-10	1	254100205232
4-1	2025-07-22	1	254100205232
4-1	2025-06-10	1	254100205209
4-1	2025-06-17	1	254100205209
4-1	2025-06-10	1	254100205219
4-1	2025-06-17	1	254100205219
4-1	2025-06-09	3	254100206723, 254100206702, 254100206673
4-1	2025-07-03	1	254100206723
4-1	2025-06-16	1	254100206723
4-1	2025-06-09	2	254100206720, 254100206729
4-1	2025-06-16	1	254100206729
4-1	2025-06-09	1	254100206727
4-1	2025-06-16	1	254100206727
4-1	2025-06-09	2	254100206719, 254100206725
4-1	2025-06-16	1	254100206725
4-1	2025-06-09	1	254100206726
4-1	2025-06-16	1	254100206726
4-1	2025-06-09	1	254100206728
4-1	2025-06-16	1	254100206728
4-1	2025-06-09	1	254100206733
4-1	2025-06-16	1	254100206733
4-1	2025-06-09	1	254100206744
4-1	2025-06-16	1	254100206744
4-1	2025-06-09	2	254100206740, 254100206743
4-1	2025-06-16	1	254100206740
4-1	2025-08-01	1	254100206740
4-1	2025-06-10	1	254100206751
4-1	2025-06-09	2	254100206741, 254100206732
4-1	2025-07-03	1	254100206732
4-1	2025-06-16	1	254100206732
4-1	2025-06-10	1	254100206759
4-1	2025-06-17	1	254100206759
4-1	2025-06-24	1	254100206759
4-1	2025-06-10	2	254100206774, 254100206771
4-1	2025-06-17	1	254100206771
4-1	2025-06-10	2	254100206752, 254100206778
4-1	2025-06-17	1	254100206752
4-1	2025-06-10	2	254100206783, 254100206761
4-1	2025-06-17	1	254100206761
4-1	2025-06-09	1	254100206795
4-1	2025-06-16	1	254100206795
4-1	2025-06-10	1	254100206812
4-1	2025-06-09	1	254100206822
4-1	2025-06-16	1	254100206822
4-1	2025-06-10	1	254100206820
4-1	2025-06-09	2	254100206884, 254100207001
4-1	2025-06-10	1	254100206814
4-1	2025-06-09	1	254100206869
4-1	2025-06-30	1	254100206869
4-1	2025-06-16	1	254100206869
4-1	2025-06-10	1	254100206864
4-1	2025-06-17	1	254100206864
4-1	2025-06-09	4	254100207051, 254100206874, 254100207053, 254100207056
4-1	2025-06-16	2	254100210429, 254100207051
4-1	2025-07-01	1	254100210429
4-1	2025-06-09	2	254100207048, 254100207035
4-1	2025-06-16	2	254100207048, 254100210466
4-1	2025-06-09	1	254100207059
4-1	2025-06-16	4	254100210616, 254100210784, 254100210946, 254100210939
4-1	2025-06-17	4	254100210986, 254100211025, 254100210947, 254100211016
4-1	2025-06-16	1	254100211061
4-1	2025-06-17	5	254100211082, 254100211044, 254100211067, 254100211058, 254100211081
4-1	2025-06-16	1	254100211108
4-1	2025-06-23	1	254100211108
4-1	2025-06-17	4	254100211135, 254100211126, 254100211079, 254100211121
4-1	2025-06-24	1	254100211121
4-1	2025-06-17	3	254100211155, 254100211187, 254100211148
4-1	2025-06-16	2	254100211193, 254100211190
4-1	2025-06-17	2	254100211182, 254100211185
4-1	2025-06-16	1	254100211205
4-1	2025-06-26	1	254100211205
4-1	2025-06-17	1	254100211265
4-1	2025-06-24	1	254100211265
4-1	2025-07-10	1	254100211265
4-1	2025-06-16	2	254100211279, 254100211292
4-1	2025-06-27	1	254100211292
4-1	2025-06-16	3	254100211305, 254100211315, 254100211319
4-1	2025-06-23	1	254100211315
4-1	2025-06-16	1	254100211314
4-1	2025-07-03	1	254100211314
4-1	2025-06-16	3	254100211331, 254100211324, 254100211322
4-1	2025-07-03	1	254100211324
4-1	2025-06-16	5	254100211333, 254100211334, 254100211347, 254100211313, 254100211335
4-1	2025-06-23	1	254100211334
4-1	2025-06-16	1	254100211343
4-1	2025-06-23	1	254100211343
4-1	2025-06-16	2	254100211336, 254100212362
4-1	2025-06-17	1	254100212291
4-1	2025-06-24	1	254100212291
4-1	2025-06-16	1	254100211340
4-1	2025-06-17	1	254100212476
4-1	2025-06-24	1	254100212476
4-1	2025-07-08	1	254100212476
4-1	2025-06-16	2	254100212479, 254100212491
4-1	2025-06-23	1	254100212491
4-1	2025-06-17	1	254100212598
4-1	2025-06-16	1	254100212501
4-1	2025-06-23	1	254100212501
4-1	2025-06-17	1	254100212587
4-1	2025-06-16	1	254100212498
4-1	2025-06-23	1	254100212498
4-1	2025-06-17	2	254100212608, 254100212631
4-1	2025-06-24	1	254100212631
4-1	2025-07-10	1	254100212631
4-1	2025-06-17	2	254100212621, 254100212625
4-1	2025-06-24	1	254100212625
4-1	2025-06-17	2	254100212645, 254100212651
4-1	2025-06-24	1	254100212645
4-1	2025-06-17	1	254100212674
4-1	2025-06-24	1	254100212674
4-1	2025-06-17	1	254100212637
4-1	2025-06-24	1	254100212637
4-1	2025-06-16	1	254100212749
4-1	2025-06-23	1	254100212749
4-1	2025-06-17	1	254100212665
4-1	2025-06-24	1	254100212665
4-1	2025-07-10	1	254100212665
4-1	2025-06-16	1	254100212727
4-1	2025-06-17	1	254100212661
4-1	2025-06-24	1	254100212661
4-1	2025-07-10	1	254100212661
4-1	2025-06-16	2	254100212802, 254100212736
4-1	2025-07-03	1	254100212736
4-1	2025-06-16	3	254100212898, 254100212910, 254100212859
4-1	2025-06-23	1	254100212910
4-1	2025-06-16	1	254100212908
4-1	2025-06-23	1	254100212908
4-1	2025-06-16	3	254100212913, 254100212920, 254100214026
4-1	2025-06-23	1	254100212913
4-1	2025-07-10	1	254100212913
4-1	2025-06-16	3	254100214041, 254100214032, 254100212929
4-1	2025-06-23	1	254100212929
4-1	2025-06-16	1	254100214038
4-1	2025-06-17	8	254100214170, 254100214193, 254100214203, 254100214162, 254100214204, 254100214184, 254100214182, 254100214165
4-1	2025-06-24	1	254100214182
4-1	2025-06-17	3	254100214195, 254100214230, 254100214211
4-1	2025-06-24	1	254100214230
4-1	2025-06-17	1	254100214235
4-1	2025-06-24	1	254100214235
4-1	2025-06-17	1	254100214224
4-1	2025-06-24	1	254100214224
4-1	2025-06-17	1	254100214256
4-1	2025-06-24	1	254100214256
4-1	2025-06-16	2	254100214245, 254100214246
4-1	2025-06-17	1	254100214272
4-1	2025-06-24	1	254100214272
4-1	2025-07-10	1	254100214272
4-1	2025-06-17	1	254100214270
4-1	2025-06-24	1	254100214270
4-1	2025-06-17	1	254100214297
4-1	2025-06-16	1	254100214331
4-1	2025-06-23	1	254100214331
4-1	2025-06-16	1	254100214353
4-1	2025-06-23	1	254100214353
4-1	2025-06-16	1	254100214343
4-1	2025-07-03	1	254100214343
4-1	2025-06-16	1	254100214373
4-1	2025-06-23	1	254100214373
4-1	2025-06-16	1	254100214361
4-1	2025-07-01	1	254100214361
4-1	2025-06-16	1	254100214524
4-1	2025-06-17	1	254100214684
4-1	2025-06-24	1	254100214684
4-1	2025-06-16	2	254100215790, 254100214466
4-1	2025-06-23	1	254100214466
4-1	2025-06-17	2	254100216153, 254100214657
4-1	2025-06-24	1	254100216153
4-1	2025-06-17	3	254100216251, 254100216294, 254100215801
4-1	2025-06-24	1	254100216251
4-1	2025-06-17	1	254100215812
4-1	2025-06-16	1	254100216357
4-1	2025-06-26	1	254100216357
4-1	2025-06-17	1	254100216254
4-1	2025-06-24	1	254100216254
4-1	2025-06-17	1	254100216401
4-1	2025-06-24	1	254100216401
4-1	2025-07-08	1	254100216401
4-1	2025-07-24	1	254100216401
4-1	2025-06-17	1	254100216390
4-1	2025-06-24	1	254100216390
4-1	2025-06-17	1	254100216295
4-1	2025-06-16	1	254100216419
4-1	2025-08-01	1	254100216419
4-1	2025-06-16	1	254100216446
4-1	2025-06-23	1	254100216446
4-1	2025-06-30	1	254100216446
4-1	2025-06-16	1	254100216535
4-1	2025-06-23	1	254100216535
4-1	2025-06-16	2	254100216455, 254100216537
4-1	2025-06-23	1	254100216455
4-1	2025-06-30	1	254100216455
4-1	2025-06-16	11	254100216557, 254100216541, 254100216560, 254100216435, 254100216565, 254100216547, 254100216527, 254100216576, 254100216575, 254100216561, 254100216572
4-2	2025-05-27	3	254200173763, 254200173518, 254200173813
4-1	2025-06-16	1	254100216571
4-1	2025-06-23	1	254100216571
4-1	2025-06-16	1	254100216711
4-1	2025-06-23	1	254100216711
4-2	2025-05-27	1	254200173884
4-2	2025-06-04	1	254200173884
4-2	2025-05-27	1	254200173821
4-2	2025-06-04	1	254200173821
4-2	2025-05-27	3	254200173946, 254200173880, 254200173885
4-2	2025-06-04	1	254200173946
4-2	2025-05-27	1	254200173950
4-2	2025-06-04	1	254200173950
4-2	2025-05-27	1	254200173898
4-2	2025-06-04	1	254200173898
4-2	2025-05-27	1	254200173974
4-2	2025-06-04	1	254200173974
4-2	2025-05-27	4	254200173958, 254200173983, 254200174002, 254200174013
4-2	2025-06-04	1	254200173958
4-2	2025-05-27	1	254200174022
4-2	2025-06-04	1	254200174022
4-2	2025-05-27	1	254200174018
4-2	2025-06-04	1	254200174018
4-2	2025-05-27	2	254200174030, 254200174000
4-2	2025-06-04	1	254200174000
4-2	2025-05-27	1	254200174036
4-2	2025-06-04	1	254200174036
4-2	2025-05-27	2	254200174077, 254200174124
4-2	2025-06-04	1	254200174124
4-2	2025-05-27	1	254200174115
4-2	2025-06-04	1	254200174115
4-2	2025-05-27	1	254200174132
4-2	2025-06-04	1	254200174132
4-2	2025-05-27	7	254200175044, 254200175018, 254200175642, 254200175168, 254200174123, 254200174099, 254200174163
4-2	2025-06-04	1	254200175168
4-2	2025-06-10	1	254200175168
4-2	2025-05-27	1	254200177833
4-2	2025-06-04	1	254200177833
4-2	2025-05-27	3	254200176081, 254200175548, 254200177900
4-2	2025-06-04	1	254200177900
4-2	2025-05-27	2	254200177879, 254200175857
4-2	2025-06-04	1	254200177879
4-2	2025-05-27	4	254200177902, 254200177846, 254200177951, 254200177982
4-2	2025-06-04	1	254200177951
4-2	2025-05-27	1	254200179612
4-2	2025-06-04	2	254200179612, 254200179824
4-2	2025-05-27	3	254200179841, 254200179824, 254200178501
4-2	2025-06-04	1	254200179841
4-2	2025-05-27	1	254200179918
4-2	2025-06-04	1	254200179918
4-2	2025-05-27	3	254200179545, 254200179975, 254200179842
4-2	2025-06-04	2	254200179975, 254200180041
4-2	2025-05-27	2	254200180288, 254200180041
4-2	2025-06-04	2	254200181640, 254200181666
4-2	2025-05-27	1	254200181502
4-2	2025-06-04	1	254200181502
4-2	2025-06-10	1	254200181502
4-2	2025-06-24	1	254200181502
4-2	2025-06-04	1	254200181345
4-2	2025-05-27	1	254200181529
4-2	2025-06-04	1	254200181529
4-2	2025-06-10	1	254200181529
4-2	2025-06-24	1	254200181529
4-2	2025-05-27	1	254200181581
4-2	2025-06-04	2	254200181581, 254200181674
4-2	2025-06-17	1	254200181692
4-2	2025-06-04	5	254200181692, 254200181779, 254200181871, 254200181677, 254200181788
4-2	2025-06-17	1	254200181677
4-2	2025-06-10	1	254200181677
4-2	2025-06-04	2	254200181697, 254200181868
4-2	2025-06-24	1	254200181697
4-2	2025-06-10	1	254200181697
4-2	2025-06-04	5	254200183160, 254200181711, 254200182904, 254200181901, 254200181875
4-2	2025-06-10	1	254200182904
4-2	2025-06-04	5	254200181904, 254200181903, 254200183165, 254200183028, 254200181899
4-2	2025-06-24	1	254200183028
4-2	2025-06-10	1	254200183028
4-2	2025-06-17	1	254200183172
4-2	2025-06-04	8	254200183174, 254200183281, 254200183182, 254200183190, 254200183279, 254200183180, 254200183299, 254200183172
4-2	2025-06-24	1	254200183279
4-2	2025-06-04	2	254200183303, 254200183175
4-2	2025-06-17	1	254200183303
4-2	2025-06-04	9	254200183312, 254200183498, 254200183576, 254200183427, 254200183434, 254200183509, 254200183374, 254200183367, 254200183538
4-2	2025-06-24	1	254200183538
4-2	2025-06-04	3	254200184209, 254200184568, 254200184513
4-2	2025-06-10	1	254200184587
4-2	2025-06-04	5	254200184640, 254200183577, 254200184587, 254200184625, 254200184580
4-2	2025-06-24	1	254200184625
4-2	2025-06-10	1	254200184625
4-2	2025-06-04	2	254200184964, 254200184813
4-2	2025-06-24	1	254200184813
4-2	2025-06-10	1	254200184813
4-2	2025-06-04	5	254200184814, 254200184925, 254200184852, 254200184998, 254200184808
4-2	2025-06-10	1	254200184814
4-2	2025-06-04	6	254200187060, 254200186963, 254200186947, 254200184822, 254200185030, 254200186825
4-2	2025-06-17	1	254200185030
4-2	2025-06-04	1	254200187114
4-2	2025-06-24	1	254200187114
4-2	2025-06-04	5	254200187117, 254200187663, 254200186995, 254200187269, 254200187123
4-2	2025-06-24	1	254200187663
4-2	2025-06-10	1	254200187663
4-2	2025-06-04	6	254200187410, 254200187908, 254200187564, 254200187930, 254200187631, 254200187544
4-2	2025-06-24	1	254200187930
4-2	2025-06-10	1	254200187930
4-2	2025-06-04	1	254200188000
4-2	2025-06-24	1	254200188000
4-2	2025-06-10	1	254200188000
4-2	2025-06-04	2	254200188080, 254200188033
4-2	2025-06-10	1	254200188033
4-2	2025-06-04	3	254200188067, 254200188054, 254200188073
4-2	2025-06-10	1	254200188083
4-2	2025-06-04	1	254200188030
4-2	2025-06-10	1	254200188096
4-2	2025-06-04	2	254200188089, 254200188108
4-2	2025-06-10	1	254200188110
4-2	2025-06-04	6	254200188787, 254200188094, 254200188127, 254200188138, 254200188120, 254200188101
4-2	2025-06-17	1	254200188787
4-2	2025-06-04	1	254200188822
4-2	2025-06-17	1	254200188822
4-2	2025-06-04	1	254200188761
4-2	2025-06-17	1	254200188761
4-2	2025-06-04	1	254200188832
4-2	2025-06-10	1	254200188831
4-2	2025-06-17	1	254200188831
4-2	2025-06-10	1	254200188835
4-2	2025-06-17	1	254200188835
4-2	2025-06-10	2	254200188839, 254200188838
4-2	2025-06-17	1	254200188838
4-2	2025-06-04	2	254200189264, 254200188848
4-2	2025-06-10	2	254200189327, 254200189345
4-2	2025-06-04	1	254200189042
4-2	2025-06-10	3	254200189462, 254200189443, 254200189512
4-2	2025-06-24	1	254200189370
4-2	2025-06-10	7	254200189722, 254200189519, 254200189537, 254200189720, 254200189778, 254200189508, 254200189370
4-2	2025-06-24	1	254200189820
4-2	2025-06-10	1	254200189820
4-2	2025-06-24	1	254200189855
4-2	2025-06-10	12	254200189897, 254200189902, 254200190664, 254200190050, 254200190070, 254200189977, 254200189943, 254200190967, 254200189779, 254200189764, 254200189855, 254200189929
4-2	2025-06-17	1	254200190069
4-2	2025-06-10	1	254200190069
4-2	2025-06-17	1	254200191281
4-2	2025-06-10	2	254200191299, 254200191281
4-2	2025-06-17	1	254200191429
4-2	2025-06-10	1	254200191429
4-2	2025-06-17	1	254200191299
4-2	2025-06-10	1	254200191695
4-2	2025-06-17	2	254200191730, 254200191695
4-2	2025-06-10	2	254200192077, 254200191730
4-2	2025-06-24	1	254200192077
4-2	2025-06-10	6	254200192082, 254200193144, 254200191665, 254200191948, 254200191562, 254200193026
4-2	2025-06-24	1	254200192082
4-2	2025-06-10	2	254200193135, 254200193098
4-2	2025-06-24	1	254200193506
4-2	2025-06-10	5	254200193032, 254200193533, 254200193564, 254200193506, 254200193562
4-2	2025-06-24	1	254200193568
4-2	2025-06-10	1	254200193568
4-2	2025-06-17	1	254200193741
4-2	2025-06-10	3	254200193724, 254200193572, 254200193741
4-2	2025-06-17	1	254200193592
4-2	2025-06-10	3	254200193760, 254200193566, 254200193592
4-2	2025-06-24	1	254200193746
4-2	2025-06-10	3	254200194008, 254200193746, 254200193763
4-2	2025-06-24	1	254200193854
4-2	2025-06-10	3	254200193999, 254200193854, 254200194051
4-2	2025-06-17	1	254200194051
4-2	2025-06-10	7	254200194049, 254200194078, 254200194054, 254200193768, 254200194076, 254200194079, 254200194093
4-2	2025-06-17	1	254200194093
4-2	2025-06-24	1	254200194067
4-2	2025-06-10	2	254200194077, 254200194067
4-2	2025-06-17	1	254200194108
4-2	2025-06-10	2	254200194101, 254200194108
4-2	2025-06-17	1	254200194101
4-2	2025-06-10	2	254200194103, 254200194109
4-2	2025-06-17	1	254200194109
4-2	2025-07-08	1	254200194109
4-2	2025-07-15	1	254200194109
